new,host,a,cname,soa,status_code,aaaa,mx,ns,txt,cdn,cdn-name
,0-ulrichsweb.serialssolutions.co15-okta.libraries.kinepolis.fr,"104.97.85.12, 104.97.85.27, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2600:1408:7400::17c7:4758, 2600:1408:7400::17c7:4733, 2600:1401:2::43, 2600:1401:1::42",kinepolis-fr.mail.protection.outlook.com,"a13-66.akam.net, a24-67.akam.net, a5-66.akam.net, a1-67.akam.net, a6-66.akam.net, a4-67.akam.net","google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
,0-ulrichsweb.serialssolutions.com.com-okta-server.kinepolis.fr,"23.32.238.82, 23.32.238.72",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,0-ulrichsweb.serialssolutions.com.iii-server.kinepolis.fr,"23.32.238.82, 23.32.238.72",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,0-ulrichsweb.serialssolutions.com.libraries.kinepolis.fr,"23.76.204.149, 23.76.204.146",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis-fr.mail.protection.outlook.com,"a13-66.akam.net, a5-66.akam.net, a24-67.akam.net, a1-67.akam.net, a6-66.akam.net, a4-67.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,0-ulrichsweb.serialssolutions.com.librariesgithub-okta.kinepolis.fr,"23.76.204.149, 23.76.204.146",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis-fr.mail.protection.outlook.com,"a6-66.akam.net, a4-67.akam.net, a13-66.akam.net, a5-66.akam.net, a24-67.akam.net, a1-67.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,0-ulrichsweb17.okta.com.3employee-specialsurvey.kinepolis.ch,"92.122.101.58, 92.122.101.26",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:fe00::5c7a:651a, 2a02:26f0:fe00::5c7a:653a",kinepolis-ch.mail.protection.outlook.com,"a1-67.akam.net, a24-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net","v=spf1 include:spf.kinepolis.com -all, MS=ms57753331, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
,0-ulrichswebanalytics-okta-com.serialssolutions.com.libraries.kinepolis.fr,"2.16.241.5, 2.16.241.19",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3100::1735:2950, 2a02:26f0:3100::1735:296a",kinepolis-fr.mail.protection.outlook.com,"a24-67.akam.net, a4-67.akam.net, a6-66.akam.net, a5-66.akam.net, a13-66.akam.net, a1-67.akam.net","google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
,0-wcs-15-okta.maskan-com.employee-specialsurvey.kinepolis.ch,"23.50.131.219, 23.50.131.223",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3b::5f64:9b49, 2a02:26f0:3b::5f64:9b52",kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a24-67.akam.net, a4-67.akam.net, a13-66.akam.net, a1-67.akam.net, a5-66.akam.net","v=spf1 include:spf.kinepolis.com -all, MS=ms57753331, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
,0-wcs.webofknowledge.com.dewey2.library.kinepolis.fr,"23.53.40.122, 23.53.40.114",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:7100::1720:ef33, 2a02:26f0:7100::1720:ef39",kinepolis-fr.mail.protection.outlook.com,"a4-67.akam.net, a24-67.akam.net, a6-66.akam.net, a5-66.akam.net, a1-67.akam.net, a13-66.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
,0-wellcomelibrary.on.worldcat-okta.org.catalogue.kinepolis.fr,"23.53.40.122, 23.53.40.114",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:7100::1720:ef39, 2a02:26f0:7100::1720:ef33",kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a6-66.akam.net, a5-66.akam.net, a13-66.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
,0-wellcomelibrary.on.worldcat.org-analytics-okta.catalogue.kinepolis.fr,"2.19.205.26, 2.19.204.233",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:98::58dd:8452, 2a02:26f0:98::58dd:84c1",kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a4-67.akam.net, a6-66.akam.net, a1-67.akam.net, a24-67.akam.net, a13-66.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,0-wellcomelibrary.on.worldcat.org.catalogue.kinepolis.fr,"2.19.204.233, 2.19.205.26",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:98::58dd:84c1, 2a02:26f0:98::58dd:8452",kinepolis-fr.mail.protection.outlook.com,"a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a24-67.akam.net, a13-66.akam.net, a1-67.akam.net","MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
,0-www.lexisnexis-github-okta.com.pacificatclassic.kinepolis.fr,"23.32.238.72, 23.32.238.82",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-fr.mail.protection.outlook.com,"a13-66.akam.net, a1-67.akam.net, a6-66.akam.net, a5-66.akam.net, a24-67.akam.net, a4-67.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,0-www.lexisnexis.com.pacificatclassic.kinepolis.fr,"23.32.238.82, 23.32.238.72",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis-fr.mail.protection.outlook.com,"a6-66.akam.net, a1-67.akam.net, a13-66.akam.net, a4-67.akam.net, a24-67.akam.net, a5-66.akam.net","MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all",,
,0-www.lexisnexis.okta.pacificatclassic.kinepolis.fr,,kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:64::210:6b89, 2a02:26f0:64::210:6bc2",,,,,
,0-www.okta.com.pacificatclassic.kinepolis.fr,"2.16.238.148, 2.16.238.141",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:64::210:6b89, 2a02:26f0:64::210:6bc2",,,,,
,0-www.ropercenter.uconn.edu.libraries.kinepolis.fr,"23.55.163.8, 23.55.163.5",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-fr.mail.protection.outlook.com,"a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a1-67.akam.net, a24-67.akam.net, a13-66.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805",,
,0-www.sciencedirect.com.pacificatclassic.analytics-okta-com.kinepolis.fr,"23.55.163.8, 23.55.163.5",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis-fr.mail.protection.outlook.com,"a6-66.akam.net, a13-66.akam.net, a5-66.akam.net, a1-67.akam.net, a24-67.akam.net, a4-67.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805",,
,0-www.sciencedirect.com.pacificatclassic.kinepolis.fr,"2.16.241.5, 2.16.241.19",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:780::5f65:36d3, 2a02:26f0:780::5f65:3672",kinepolis-fr.mail.protection.outlook.com,"a6-66.akam.net, a13-66.akam.net, a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
,0.002picard.okta.prep.kinepolis.lu,"2.16.202.59, 95.101.54.232",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:780::5f65:3672, 2a02:26f0:780::5f65:36d3",kinepolis-lu.mail.protection.outlook.com,"a13-66.akam.net, a1-67.akam.net, a5-66.akam.net, a4-67.akam.net, a24-67.akam.net, a6-66.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all",,
,0.002servicos.okta.prep.kinepolis.lu,"185.225.250.26, 185.225.250.74, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:a600::b9e1:fa1a, 2a02:26f0:a600::b9e1:fa4a, 2600:1401:2::43, 2600:1480:9000::43, 2600:1401:1::42, 2600:1480:9800::43",kinepolis-lu.mail.protection.outlook.com,"a24-67.akam.net, a4-67.akam.net, a1-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all",,
,0.0api-okta-agenda.00.d.kinepolis.lu,"2.16.238.24, 2.16.238.23",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a13-66.akam.net, a5-66.akam.net, a24-67.akam.net, a6-66.akam.net, a4-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
,0.0api-okta-cat6509.00.d.kinepolis.lu,"23.55.161.167, 23.55.161.155",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a5-66.akam.net, a24-67.akam.net, a13-66.akam.net, a4-67.akam.net, a6-66.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all",,
,0.0api-okta-client.00.d.kinepolis.lu,"104.81.60.72, 104.81.60.75",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:a600::b9e1:fa1a, 2a02:26f0:a600::b9e1:fa4a",,"a24-67.akam.net, a4-67.akam.net, a6-66.akam.net, a5-66.akam.net, a1-67.akam.net, a13-66.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all",,
,0.0api-okta-condor.00.d.kinepolis.lu,"95.101.74.196, 95.101.74.200",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a13-66.akam.net, a24-67.akam.net, a5-66.akam.net, a6-66.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all",,
,0.0api-okta-design.00.d.kinepolis.lu,"95.101.74.196, 95.101.74.200",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis-lu.mail.protection.outlook.com,"a5-66.akam.net, a6-66.akam.net, a1-67.akam.net, a4-67.akam.net, a13-66.akam.net, a24-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
,0.0api-okta-mercurio.00.d.kinepolis.lu,"184.87.173.202, 184.87.173.194, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2600:1408:7400::17c7:4758, 2600:1408:7400::17c7:4733, 2600:1401:2::43, 2600:1401:1::42",kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a1-67.akam.net, a24-67.akam.net, a13-66.akam.net, a5-66.akam.net, a6-66.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all",,
,0.0api-okta-mxbackup2.00.d.kinepolis.lu,"104.97.85.12, 104.97.85.27, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2600:1408:7400::17c7:4758, 2600:1408:7400::17c7:4733, 2600:1401:2::43, 2600:1401:1::42",kinepolis-lu.mail.protection.outlook.com,"a13-66.akam.net, a4-67.akam.net, a5-66.akam.net, a1-67.akam.net, a6-66.akam.net, a24-67.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
,0.0api-okta-newsletter.00.d.kinepolis.lu,"23.32.238.72, 23.32.238.82",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
,0.0api-okta-webdesign.00.d.kinepolis.lu,"23.32.238.72, 23.32.238.82",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
,0.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,0.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,00-31-99.okta.assets.kinepolis.lu,"23.53.40.114, 23.53.40.122",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:7100::1720:ef39, 2a02:26f0:7100::1720:ef33",kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a13-66.akam.net, a6-66.akam.net, a24-67.akam.net, a5-66.akam.net, a1-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all",,
,000-996-208-70-31-93s-198-189-255-203ts-1602564151-clienttons-s.okta.edit.222.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,000-996-514ee514af8bccf60cdba114e14b-range86.lax-okta.edit.222.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,000-996-514ee514af8bccf60cdba114e14b-response.lax-okta.edit.222.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,000-996-514ee514af8bccf60cdba114e14b-sepport.gitlab.lax-okta.edit.222.mjrtheatres.com,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,000-996-514ee514af8bccf60cdba114e14b-sepport.lax-okta.edit.222.adm.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,000-996-514ee514af8bccf60cdba114e14b-sepport.lax-okta.edit.222.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,000-996-514ee514af8bccf60cdba114e14b-sepport.lax-okta.edittpe.222.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,000-996-514ee514af8bccf60cdba114e14b-sepport.okta.edit.customer-222.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,000-996-514ee514af8bccf60cdba114e14b-sepport.okta.grandroid.edit.222.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,000-996-514ee514af8bccf60cdba114e14b-sepportclient.lax-okta.edit.222.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,000-996-docsdrop-sepport.okta.edit.222.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,000-996.okta.edit.222.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,000-996.okta.edit.kinepolis.be,"188.93.155.238, 188.93.155.241",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,000-996.okta.edit.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,000-9961c0faa7e-be1d-4212-9a41-1a1d450adb07.okta.edit.222.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,000.okta.edit.222.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,00000-okta-idp.145.com.112.employee-specialsurvey.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,00000-okta-idp.sso.app-west.kinepolis.lu,"23.55.163.5, 23.55.163.8",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-lu.mail.protection.outlook.com,"a6-66.akam.net, a24-67.akam.net, a5-66.akam.net, a1-67.akam.net, a4-67.akam.net, a13-66.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all",,
,00000-okta-idp.sso.managedomain.kinepolis.lu,"23.55.163.8, 23.55.163.5",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis-lu.mail.protection.outlook.com,"a6-66.akam.net, a4-67.akam.net, a24-67.akam.net, a5-66.akam.net, a1-67.akam.net, a13-66.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all",,
,00000-okta-idp.wcrwarszawa145.com.112.000.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,00000-okta-idp.wcrwarszawa145.com.112.aleagamingltd.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,00000-okta-idp.wcrwarszawa145.com.112.employee-specialsurvey.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,00000-okta-idp.wcrwarszawa145.com.wwww.aleagamingltd.mjrtheatres.com,216.41.219.209,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,
,002email2.okta.prep.kinepolis.lu,"23.55.161.167, 23.55.161.155",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis-lu.mail.protection.outlook.com,"a24-67.akam.net, a13-66.akam.net, a4-67.akam.net, a6-66.akam.net, a5-66.akam.net, a1-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all",,
