input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_wildcard_certificate,csp_domains_,tls_expired,final_url,cdn_name,cdn,location,tls_self_signed
apmgate.post.ch,Error: 404 Not Found,404,116,apmgate.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T11:52:06Z,2023-10-25T11:52:06Z,"CN=apmgate.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",apmgate.post.ch,Post CH AG,apmgate.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,7243ea5252d4a593eb8c24fb12bc02e9,15668d816b9d24699a9321e962466e27892cee15047bd6f53a1ce0c8d19656ad,ctls,apmgate.post.ch,443,https://apmgate.post.ch:443,https,Apache (proxied),text/html,GET,194.41.184.28,/,318323496,194.41.184.28,HSTS,7,False,,,,,,,,,
apps.post.ch,Die Post - HTTP Fehlerseite,404,4561,apps.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-14T08:04:16Z,2023-06-14T08:04:16Z,"CN=apps.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",apps.post.ch,Post CH AG,apps.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,a423fe32bb9cf34fd6756ec530c80ed6,9043acb85ff711cf7ad350247ac0d32286727f7e54385b1b919d61cc1983b1e5,ctls,apps.post.ch,443,https://apps.post.ch:443,https,Apache,text/html,GET,194.41.184.10,/,318323496,194.41.184.10,HSTS,157,False,,,,,,,,,
appsint.post.ch,Die Post - HTTP Fehlerseite,404,4582,appsint.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-14T08:03:43Z,2023-06-14T08:03:43Z,"CN=appsint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",appsint.post.ch,Post CH AG,appsint.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,e8a6de410befbb52ab89fb2218041c46,75d399cb632e1b8e9ea817114bde27de0da3ee0618d2c9c193b7c6b8fac20cc6,ctls,appsint.post.ch,443,https://appsint.post.ch:443,https,Apache,text/html,GET,194.41.248.11,/,1694469138,194.41.248.11,HSTS,157,False,,,,,,,,,
artifactory.tools-test.post.ch,Die Post - HTTP Fehlerseite,401,5613,artifactory.tools-test.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-09T07:52:50Z,2024-01-09T07:52:50Z,"CN=artifactory.tools-test.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",artifactory.tools-test.post.ch,Post CH AG,artifactorynode2.tools-test.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,2e72f52cf098486a4bb18f8d6e17146a,d51b6a4e98b2d7dd83da93b503e27f448d1d9b6caee822a3e16e496dc27896b0,ctls,artifactory.tools-test.post.ch,443,https://artifactory.tools-test.post.ch:443,https,Apache,text/html,GET,194.41.249.57,/,1694469138,194.41.249.57,HSTS,176,False,,,,,https://artifactory.tools-test.post.ch/ui/,,,,
asedev1.post.ch,Error,404,1563,asedev1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-26T10:32:10Z,2024-01-26T10:32:10Z,"CN=asedev1.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",asedev1.post.ch,Post CH AG,asedev1.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,b78fd3bd7edf431d88bde735b17ae240,5959143538e7df0f5aa7e07bac08b82d03ec35ea1a1015be7eeb1c18be48c0e6,ctls,asedev1.post.ch,443,https://asedev1.post.ch:443,https,Apache,text/html,GET,194.41.248.160,/,1694469138,194.41.248.160,HSTS,44,False,,,,,,,,,
asedev2.post.ch,Error,404,1563,asedev2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-26T10:31:40Z,2024-01-26T10:31:40Z,"CN=asedev2.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",asedev2.post.ch,Post CH AG,asedev2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,703109c8f700dc1ff3417c58c77ac5ce,8e247787fdba46155585efb60a66e7c7d05adad59aef798ded5ac2d5f2bf6292,ctls,asedev2.post.ch,443,https://asedev2.post.ch:443,https,Apache,text/html,GET,194.41.249.48,/,1694469138,194.41.249.48,HSTS,44,False,,,,,,,,,
assimint.post.ch,Error,404,1563,assimint.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-26T10:30:53Z,2024-01-26T10:30:53Z,"CN=aseint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",aseint.post.ch,Post CH AG,aseint.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,11b01e31e703b967ee21658541e7972a,179be2aaa8e91f1065183b5ef9b028f60bb3bb6d8e3af9106bc5f1885561e3ec,ctls,assimint.post.ch,443,https://assimint.post.ch:443,https,Apache,text/html,GET,194.41.249.3,/,1694469138,194.41.249.3,HSTS,44,False,True,,,,,,,,
atrium.post.ch,Website | Die Post,200,101011,www.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T11:33:33Z,2024-01-30T11:33:33Z,"CN=www.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",www.post.ch,Post CH AG,post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,3b15690381858128fc472a62fda4ebbe,29096f79e2b15f4baa1afc09bf9cc0afbfc64a08151a96170bc868637f774c30,ctls,www.post.ch,80,http://atrium.post.ch:80,http,Delivery1,text/html,GET,194.41.184.144,/,1694469138,194.41.184.144,HSTS,1351,False,,,*.sas.com,,https://www.post.ch/de?shortcut=redirect-atrium,,,,
authorint.post.ch,Die Post - HTTP Fehlerseite,404,4582,authorint.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-09T13:52:03Z,2024-01-09T13:52:03Z,"CN=extranetappsint.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",extranetappsint.post.ch,Post CH AG,extranetappsint.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,b1dcad9a3ba29f051e281ee79691d421,b16e39050223d39a2e2922e2a487b7a5da9b58f7f9538dcb8e561b6282f42f20,ctls,authorint.post.ch,443,https://authorint.post.ch:443,https,Apache,text/html,GET,194.41.248.130,/,1694469138,194.41.248.130,HSTS,157,False,True,,,,,,,,
avenir-desirable1.post.ch,Layout Not Found,500,3264,avenir-desirable1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-11T08:25:54Z,2024-04-11T08:25:54Z,"CN=avenir-desirable.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",avenir-desirable.post.ch,Post CH AG,avenir-desirable2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,2aab6e7d93939414654c4fd1a2cb325d,d4a87cbc78698c0c3be54a2da1e2b9f90060d72fd76d672a5a048dc111e39579,ctls,avenir-desirable1.post.ch,443,https://avenir-desirable1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,HSTS,77,False,,,,,https://avenir-desirable1.post.ch/fr,,,,
avenir-desirable2.post.ch,Layout Not Found,500,3264,avenir-desirable2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-11T08:25:54Z,2024-04-11T08:25:54Z,"CN=avenir-desirable.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",avenir-desirable.post.ch,Post CH AG,avenir-desirable2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,2aab6e7d93939414654c4fd1a2cb325d,d4a87cbc78698c0c3be54a2da1e2b9f90060d72fd76d672a5a048dc111e39579,ctls,avenir-desirable2.post.ch,443,https://avenir-desirable2.post.ch:443,https,Delivery2,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,HSTS,77,False,,,,,https://avenir-desirable2.post.ch/fr,,,,
avenir-desirableint2.post.ch,Die Post - HTTP Fehlerseite,401,5601,avenir-desirableint2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-11T08:25:40Z,2024-04-11T08:25:40Z,"CN=avenir-desirableint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",avenir-desirableint.post.ch,Post CH AG,avenir-desirableint2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,068328258a816141a7535b807f1cfcfb,50b4289e23935036ad9aaa3a622b4d2fed8ced9307634c534be26680dfd71295,ctls,avenir-desirableint2.post.ch,443,https://avenir-desirableint2.post.ch:443,https,Apache,text/html,GET,194.41.255.32,/,-2140867347,194.41.255.32,HSTS,176,False,,,,,,,,,
awareness.post.ch,Lass dich nicht ködern! | awareness.post.ch,200,17794,awareness.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:41:23Z,2024-03-13T09:41:23Z,"CN=awareness.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",awareness.post.ch,Post CH AG,awareness3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,5e74b10707b7adf93a5473904340986b,e9412674ac624cf180472771924d8c0a509f1d6b80b767de6287d0cf7470f5db,ctls,awareness.post.ch,443,https://awareness.post.ch:443,https,Delivery2,text/html,GET,194.41.184.146,/,1694469138,194.41.184.146,Sitecore,500,False,,,,,https://awareness.post.ch/de,,,,
awareness1.post.ch,Lass dich nicht ködern! | awareness.post.ch,200,17805,awareness1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:41:23Z,2024-03-13T09:41:23Z,"CN=awareness.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",awareness.post.ch,Post CH AG,awareness3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,5e74b10707b7adf93a5473904340986b,e9412674ac624cf180472771924d8c0a509f1d6b80b767de6287d0cf7470f5db,ctls,awareness1.post.ch,443,https://awareness1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,Sitecore,500,False,,,,,https://awareness1.post.ch/de,,,,
awareness2.post.ch,Lass dich nicht ködern! | awareness.post.ch,200,17805,awareness2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:41:23Z,2024-03-13T09:41:23Z,"CN=awareness.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",awareness.post.ch,Post CH AG,awareness3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,5e74b10707b7adf93a5473904340986b,e9412674ac624cf180472771924d8c0a509f1d6b80b767de6287d0cf7470f5db,ctls,awareness2.post.ch,443,https://awareness2.post.ch:443,https,Delivery2,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,Sitecore,500,False,,,,,https://awareness2.post.ch/de,,,,
awarenessint.post.ch,Die Post - HTTP Fehlerseite,401,5601,awarenessint.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-07T14:19:14Z,2024-03-07T14:19:14Z,"CN=awarenessint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",awarenessint.post.ch,Post CH AG,awarenessint2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,24634e7ab36c9cc838f79bf37e211ee0,3cc4cfa36e428a02bc9e23008a51c220cf1bdc2f6fbbea2d913a06c3a2a8e2cf,ctls,awarenessint.post.ch,443,https://awarenessint.post.ch:443,https,Apache,text/html,GET,194.41.248.153,/,-1319404060,194.41.248.153,HSTS,176,False,,,,,,,,,
awarenessint2.post.ch,Die Post - HTTP Fehlerseite,401,5601,awarenessint2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-07T14:19:14Z,2024-03-07T14:19:14Z,"CN=awarenessint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",awarenessint.post.ch,Post CH AG,awarenessint2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,24634e7ab36c9cc838f79bf37e211ee0,3cc4cfa36e428a02bc9e23008a51c220cf1bdc2f6fbbea2d913a06c3a2a8e2cf,ctls,awarenessint2.post.ch,443,https://awarenessint2.post.ch:443,https,Apache,text/html,GET,194.41.255.32,/,2006144151,194.41.255.32,HSTS,176,False,,,,,,,,,
awuag.post.ch,,404,,awuag.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2021-10-16T13:17:00Z,2022-10-16T13:17:00Z,"CN=awuag.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",awuag.post.ch,Post CH AG,awuag.post.ch,"CN=SwissSign Server Gold CA 2014 - G22, O=SwissSign AG, C=CH",SwissSign Server Gold CA 2014 - G22,SwissSign AG,bfd5b133183ee5edf1e3660e355936cb,1a72c481ad57ec284881edbcfd6bc4aa85b64a4f5c19b5334542946fdee867ce,ctls,awuag.post.ch,443,https://awuag.post.ch:443,https,cg-relay,,GET,194.41.144.159,/,-1840324437,194.41.144.159,HSTS,1,False,,,,True,,,,,
betool-test.post.ch,Die Post - HTTP Fehlerseite,401,5601,betool-test.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-10T13:34:26Z,2023-11-10T13:34:26Z,"CN=betool-test.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",betool-test.post.ch,Post CH AG,betool-test.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,791289258a80656b5cb934ba8c57a9a2,1c56490ed2fd9918f3ab6aad2de7db643eea7cbb0beab55228d13400375ee07e,ctls,betool-test.post.ch,443,https://betool-test.post.ch:443,https,Apache,text/html,GET,194.41.248.127,/,1694469138,194.41.248.127,HSTS,176,False,,,,,,,,,
betool.post.ch,Die Post - HTTP Fehlerseite,401,5580,betool.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-10T13:40:44Z,2023-11-10T13:40:44Z,"CN=betool.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",betool.post.ch,Post CH AG,betool.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,790eb82d1f08a320c549dabb5e7ab80a,6820a771db2dccbad5e92521050b72910bf0ab66dba0620009cb64ac6a83321a,ctls,betool.post.ch,443,https://betool.post.ch:443,https,Apache,text/html,GET,194.41.184.191,/,318323496,194.41.184.191,HSTS,176,False,,,,,,,,,
betreibungsregisterauszug-int.post.ch,,200,6537,betreibungsregisterauszug-int.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-16T07:48:03Z,2023-11-16T07:48:03Z,"CN=betreibungsregisterauszug-int.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",betreibungsregisterauszug-int.post.ch,Post CH AG,betreibungsregisterauszug-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,9f57e0aa40d99cd51ad1deeea17ef105,75e25fe4a75bc4c59d187587a578aea5edd6bbb886f024eb5c2e0211bbce81e9,ctls,betreibungsregisterauszug-int.post.ch,443,https://betreibungsregisterauszug-int.post.ch:443,https,unknown,text/html,GET,185.235.188.135,/,345076460,185.235.188.135,HSTS,213,False,,,https://*.post.ch,,https://betreibungsregisterauszug-int.post.ch/bereau/status.html,,,,
betreibungsregisterauszug.post.ch,,200,6537,betreibungsregisterauszug.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-16T07:49:54Z,2023-11-16T07:49:54Z,"CN=betreibungsregisterauszug.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",betreibungsregisterauszug.post.ch,Post CH AG,betreibungsregisterauszug.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,dc10063156ddab89d2d6a6d2554c5b6e,3a81ce2c71074ec83dbc92bdc3d45eefea686f30b358dd5c6a4bcd3a2727dac4,ctls,betreibungsregisterauszug.post.ch,443,https://betreibungsregisterauszug.post.ch:443,https,unknown,text/html,GET,185.235.188.175,/,345076460,185.235.188.175,HSTS,213,False,,,https://*.post.ch,,https://betreibungsregisterauszug.post.ch/bereau/status.html,,,,
bobiint.post.ch,Die Post - HTTP Fehlerseite,401,5625,bobiint.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T08:05:45Z,2023-06-14T08:05:45Z,"CN=bobiint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",bobiint.post.ch,Post CH AG,bobiint.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,fe51e91a6971e7648a290bbde31c3382,3088fef0ecdec3ed852e64054df8caee754dcb20c0a533d39106989a11c3834c,ctls,bobiint.post.ch,443,https://bobiint.post.ch:443,https,Apache,text/html,GET,194.41.248.94,/,1694469138,194.41.248.94,HSTS,176,False,,,,,https://bobiint.post.ch/BOE/BI,,,,
briefmarkenspiel.postdoc.post.ch,Post,200,2690,briefmarkenspiel.postdoc.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-31T05:57:14Z,2023-06-29T05:57:13Z,CN=briefmarkenspiel.postdoc.post.ch,briefmarkenspiel.postdoc.post.ch,,www.briefmarkenspiel.postdoc.post.ch,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e6c50eea9aa3803785afa32f50b32244,5ddd6026ad4f6fb5b6388b669c95f35a314ea9ce23ab0bff073386a3152d5802,ctls,briefmarkenspiel.postdoc.post.ch,443,https://briefmarkenspiel.postdoc.post.ch:443,https,Apache,text/html,GET,94.126.21.139,/,318323496,94.126.21.139,Apache,62,False,,,,,,,,,
bsi-crm-int.post.ch,Die Post - HTTP Fehlerseite,401,5629,bsi-crm-int.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-05T11:40:44Z,2023-07-05T11:40:44Z,"CN=bsi-crm-int.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",bsi-crm-int.post.ch,Post CH AG,www.bsi-crm-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,a3b353c4f609408785ef476567ce5535,78f8ef0ac13ca27749b248527eb6fa32677cc21237280b51da2a84518e663b55,ctls,bsi-crm-int.post.ch,443,https://bsi-crm-int.post.ch:443,https,Apache,text/html,GET,194.41.248.86,/,1694469138,194.41.248.86,HSTS,176,False,,,,,https://bsi-crm-int.post.ch/bsicrm/,,,,
bsi-crm.post.ch,Die Post - HTTP Fehlerseite,401,5608,bsi-crm.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T12:29:21Z,2024-04-20T12:29:21Z,"CN=bsi-crm.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",bsi-crm.post.ch,Post CH AG,www.bsi-crm.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,885dfce76030539d1d6861c3da62b727,61929d8d46d3db97cde56278d96e7ee761cbcff687ea6433c91f91df25a0ec69,ctls,bsi-crm.post.ch,443,https://bsi-crm.post.ch:443,https,Apache,text/html,GET,194.41.184.116,/,318323496,194.41.184.116,HSTS,176,False,,,,,https://bsi-crm.post.ch/bsicrm/,,,,
career-pt1.post.ch,Career | Career PT,200,27998,career-pt1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T07:35:40Z,2023-11-22T07:35:40Z,"CN=career-pt.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",career-pt.post.ch,Post CH AG,career-pt2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,fe14205ce3cdc5e4cca06456a87763fe,c8775a34d1a174c37cdd75c946c76d5b2e4bd170ffcc99aad1bcbb594833a9a1,ctls,career-pt1.post.ch,443,https://career-pt1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,Sitecore,623,False,,,,,https://career-pt1.post.ch/en,,,,
career-pt2.post.ch,Career | Career PT,200,27998,career-pt2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T07:35:40Z,2023-11-22T07:35:40Z,"CN=career-pt.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",career-pt.post.ch,Post CH AG,career-pt2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,fe14205ce3cdc5e4cca06456a87763fe,c8775a34d1a174c37cdd75c946c76d5b2e4bd170ffcc99aad1bcbb594833a9a1,ctls,career-pt2.post.ch,443,https://career-pt2.post.ch:443,https,Delivery2,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,Sitecore,623,False,,,,,https://career-pt2.post.ch/en,,,,
career-ptint.post.ch,Die Post - HTTP Fehlerseite,401,5601,career-ptint.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T07:32:07Z,2023-11-22T07:32:07Z,"CN=career-ptint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",career-ptint.post.ch,Post CH AG,career-ptint2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,80642786abe7e7c22ab083a3221b7607,3a3d6d31fa1b771ac99c7a65fa5fb99a2ca7b7b89ccbaa1425857475ec69fe6e,ctls,career-ptint.post.ch,443,https://career-ptint.post.ch:443,https,Apache,text/html,GET,194.41.248.153,/,832256080,194.41.248.153,HSTS,176,False,,,,,,,,,
career-ptint1.post.ch,Die Post - HTTP Fehlerseite,401,5601,career-ptint1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T07:32:07Z,2023-11-22T07:32:07Z,"CN=career-ptint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",career-ptint.post.ch,Post CH AG,career-ptint2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,80642786abe7e7c22ab083a3221b7607,3a3d6d31fa1b771ac99c7a65fa5fb99a2ca7b7b89ccbaa1425857475ec69fe6e,ctls,career-ptint1.post.ch,443,https://career-ptint1.post.ch:443,https,Apache,text/html,GET,194.41.253.223,/,1114087156,194.41.253.223,HSTS,176,False,,,,,,,,,
career-ptint2.post.ch,Die Post - HTTP Fehlerseite,401,5601,career-ptint2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T07:32:07Z,2023-11-22T07:32:07Z,"CN=career-ptint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",career-ptint.post.ch,Post CH AG,career-ptint2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,80642786abe7e7c22ab083a3221b7607,3a3d6d31fa1b771ac99c7a65fa5fb99a2ca7b7b89ccbaa1425857475ec69fe6e,ctls,career-ptint2.post.ch,443,https://career-ptint2.post.ch:443,https,Apache,text/html,GET,194.41.255.32,/,76451295,194.41.255.32,HSTS,176,False,,,,,,,,,
carsharing.post.ch,Post Company Cars,200,3427,carsharing.post.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-12-23T23:59:59Z,CN=carsharing.post.ch,carsharing.post.ch,,carsharing.post.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c574b5ba60f086109b99f3ecfe7c597b,7d3a55e2b9de6ac3518ae88c9406e2048ef8be7ad7b5187cadbc6e1cf7c838ae,ctls,carsharing.post.ch,443,https://carsharing.post.ch:443,https,,text/html,GET,52.28.39.109,/,-1613359761,18.198.170.75,Node.js,77,False,,,,,,,,,
cbt.extern.post.ch,Die Post - HTTP Fehlerseite,401,5580,cbt.extern.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-16T08:21:17Z,2023-06-16T08:21:17Z,"CN=cbt.extern.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",cbt.extern.post.ch,Post CH AG,cbt.extern.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,6081dd4cef41b369f3288d01273b1d25,0b30e55a7bfdb90c401c5e934c1c46f0f9955ac6f734259d8b4c286afdb2ec03,ctls,cbt.extern.post.ch,443,https://cbt.extern.post.ch:443,https,Apache,text/html,GET,194.41.184.152,/,318323496,194.41.184.152,HSTS,176,False,,,,,,,,,
