new,host,a,cname,soa,status_code,ns,has_internal_ips,internal_ips,aaaa,txt,mx,caa
,evbyminsd7018.minsk.epam.com,217.21.63.39,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd7135.minsk.epam.com,217.21.63.192,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd738d.minsk.epam.com,217.21.63.150,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd738e.minsk.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd73f7.minsk.epam.com,217.21.63.130,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd7424.minsk.epam.com,217.21.63.114,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd74b3.minsk.epam.com,217.21.63.178,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd75a6.minsk.epam.com,217.21.63.87,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd7891.minsk.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd8200.minsk.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd8574.minsk.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd8778.minsk.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,events.epam.com,52.27.5.32,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0023.epam.com,91.120.43.78,evhubudsa0023.budapest.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0029.budapest.epam.com,91.120.43.52,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0038.epam.com,91.120.43.118,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0043.epam.com,91.120.43.137,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0045.budapest.epam.com,91.120.43.19,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0048.budapest.epam.com,91.120.43.48,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0061.budapest.epam.com,91.120.43.83,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0074.budapest.epam.com,91.120.43.202,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0080.epam.com,91.120.43.4,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0113.epam.com,91.120.43.87,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0114.budapest.epam.com,91.120.43.203,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0128.epam.com,91.120.43.68,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0134_ip2.budapest.epam.com,91.120.43.152,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0140.epam.com,91.120.43.188,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0145.budapest.epam.com,91.120.43.10,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0154.epam.com,91.120.43.129,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0168.epam.com,91.120.43.123,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0180.epam.com,91.120.43.3,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0261.epam.com,91.120.43.51,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0425.budapest.epam.com,91.120.43.39,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0466.epam.com,91.120.43.106,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0470.epam.com,91.120.43.105,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsa0554.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsd0435.budapest.epam.com,91.120.48.58,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsd0447.budapest.epam.com,91.120.43.61,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsd0449.epam.com,91.120.48.44,evhubudsd0449.budapest.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsd1b69.budapest.epam.com,91.120.43.169,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsd261d.budapest.epam.com,91.120.43.62,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsd2a92.budapest.epam.com,91.120.43.189,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsd2ab4.budapest.epam.com,91.120.43.188,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evhubudsd6261.budapest.epam.com,91.120.43.20,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evinhydsa0007.princeton.epam.com,203.170.48.56,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evrumossd0017.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evrusarsd0205.epam.com,79.133.71.205,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evuakyisd0240.epam.com,85.223.209.40,evuakyisd0240.kyiv.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evuakyisd0240.kyiv.epam.com,85.223.209.40,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0004.epam.com,"174.128.60.85, 174.128.60.9",,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0004.princeton.epam.com,174.128.60.77,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0013.epam.com,174.128.60.92,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0015.epam.com,174.128.60.91,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0018.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0023.princeton.epam.com,174.128.60.85,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0025.princeton.epam.com,174.128.60.82,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0028t0.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0051.epam.com,54.144.128.85,,,NOERROR,,,,,,,
,evusprisa0054.princeton.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0065.princeton.epam.com,174.128.60.165,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0072.princeton.epam.com,174.128.60.76,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0081.princeton.epam.com,174.128.60.181,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0083.epam.com,91.120.43.60,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0090.princeton.epam.com,174.128.60.201,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0099.epam.com,174.128.60.146,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0105.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0106.princeton.epam.com,174.128.60.132,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0111.epam.com,174.128.60.17,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0145.princeton.epam.com,174.128.60.212,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0151.princeton.epam.com,174.128.60.183,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisa0160.epam.com,174.128.60.214,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisd001b.princeton.epam.com,174.128.60.129,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisd001c.princeton.epam.com,174.128.60.130,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisd001f.princeton.epam.com,174.128.60.24,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisd002a.princeton.epam.com,174.128.60.25,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisd002b.princeton.epam.com,174.128.60.26,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisd0095.epam.com,174.128.60.180,evusprisd0095.princeton.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisd0095.princeton.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisd0118.epam.com,,evusprisd0118.princeton.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evusprisd0118.princeton.epam.com,174.128.60.173,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evzzgcpsd0026.epam.com,,evzzgcpsd0026.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,
,exam.epam.com,"104.18.12.91, 104.18.13.91",exam.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,examinator.lab.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,excel.sdmx.epm-rtc.projects.epam.com,52.1.249.62,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,experts.epam.com,"104.18.13.91, 104.18.12.91",experts.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,facade-api.connect.epm-plx.projects.epam.com,20.54.193.40,,"ns1-06.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/k-epam-api/epam-api-facade-api\""",,
,failover.web.epam.com,91.120.43.31,evhubudsa0064.budapest.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,fe1.web-components.uiaas.aws.sche-digi.projects.epam.com,"18.161.111.61, 18.161.111.65, 18.161.111.55, 18.161.111.20",,"ns-1540.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,feedback.epam.com,"104.18.13.91, 104.18.12.91",feedback.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,fightclub.lab.epam.com,,shared-epm-rdfc-alb-prod-517710117.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,filestorage-external.epam.com,,filestorage-external.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,
,filestorage-external.lab.epam.com,,filestorage-external.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,filestorage-hu.lab.epam.com,"10.79.3.250, 10.79.3.217",,"ns-1414.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-476.awsdns-59.com, ns-1629.awsdns-11.co.uk, ns-1414.awsdns-48.org, ns-802.awsdns-36.net",True,"10.79.3.250, 10.79.3.217",,,,
,filestorage.lab.epam.com,"104.18.13.91, 104.18.12.91",filestorage.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,
,finance.delivery.epam.com,"104.18.10.75, 104.18.11.75",finance.delivery.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:a4b, 2606:4700::6812:b4b",,,
,finance.simplepay.epam.com,"104.18.26.210, 104.18.27.210",finance.simplepay.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:1ad2, 2606:4700::6812:1bd2",,,
,fitness.epam.com,,fitness.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,
,form.info-blox.projects.epam.com,"104.18.13.91, 104.18.12.91",form.info-blox.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,ftp.epam.com,174.128.60.2,evusprisa0105.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ftpeu.epam.com,91.120.43.68,evhubudsa0128.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,gal.epm-surv.projects.epam.com,91.120.43.99,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,garage.lab.epam.com,91.120.43.60,ecsb0030231a.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,gerrit-mdtu-ddm-edp-cicd.apps.cicd2.mdtu-ddm.projects.epam.com,"3.124.80.125, 3.126.26.100",,"ns-302.awsdns-37.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1315.awsdns-36.org, ns-1541.awsdns-00.co.uk, ns-302.awsdns-37.com, ns-987.awsdns-59.net",,,,,,
,git-api.connect.epm-plx.projects.epam.com,20.54.193.40,,"ns1-06.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/awc-prod/be-git-api\""",,
,git.epam.com,174.128.60.212,evusprisa0145.princeton.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,gitbud.epam.com,91.120.43.10,evhubudsa0145.budapest.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,gitcn.epam.com,54.223.245.210,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,gitlab.opensource.epam.com,18.197.2.137,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,gitlab.test.wm.lab.epam.com,,gitlab-lb-1507362782.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1301.awsdns-34.org, ns-1782.awsdns-30.co.uk, ns-319.awsdns-39.com, ns-717.awsdns-25.net",,,,,,
,gitpct.epam.com,174.128.60.171,evusprisa0054.princeton.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,global.cdn.epam.com,"18.66.112.89, 18.66.112.105, 18.66.112.21, 18.66.112.76",dtin6hy2y6v9k.cloudfront.net,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-262.awsdns-32.com, ns-987.awsdns-59.net, ns-1073.awsdns-06.org, ns-1677.awsdns-17.co.uk",,,,,,
,global.infra1.sche-digi.projects.epam.com,217.21.63.142,ecsc00106787.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,governance.epam.com,,governance.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,graph-collector-api.connect.epm-plx.projects.epam.com,20.54.193.40,,"ns1-06.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/awc-prod/be-graph-collector-api\""",,
,grow.epam.com,,evhubudsa0094.budapest.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,guide.settlement-d.lab.epam.com,"13.107.213.40, 13.107.246.40","guide-x.azureedge.net, guide-x.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, dual.part-0012.t-0009.t-msedge.net, part-0012.t-0009.t-msedge.net","ns1.t-msedge.net, msnhst.microsoft.com",NOERROR,,,,"2620:1ec:bdf::40, 2620:1ec:46::40",,,
,h-135-197-98-84.radar.epam.com,,,,NOERROR,,,,,,,
,h135-207-176-1.radar.epam.com,,,,NOERROR,,,,,,,
,hackathon.epam.com,"104.18.13.91, 104.18.12.91",hackathon.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,harbor.delivery.epam.com,35.205.4.93,"harbor.tools.epm-dce.projects.epam.com, tools.epm-dce.projects.epam.com","ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,"ns-cloud-c1.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c3.googledomains.com, ns-cloud-c4.googledomains.com",,,,,,
,hca-jade-int-fd.azure.epmc-stc.projects.epam.com,"13.107.246.45, 13.107.213.45","hca-jade-int-fd-rendering-bzb8dndaadbgbpb7.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net","ns1.t-msedge.net, msnhst.microsoft.com",NOERROR,,,,"2620:1ec:bdf::45, 2620:1ec:46::45",,,
,hca-jade-qa-fd.azure.epmc-stc.projects.epam.com,"13.107.213.45, 13.107.246.45","hca-jade-qa-fd-rendering-h3ahe6ezbke8fzc0.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net","ns1.t-msedge.net, msnhst.microsoft.com",NOERROR,,,,"2620:1ec:46::45, 2620:1ec:bdf::45",,,
,hca-jade-test-fd.azure.epmc-stc.projects.epam.com,"13.107.213.67, 13.107.246.67","hca-jade-test-fd-rendering-fwa0b9h7hxepdafu.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, dual.part-0039.t-0009.t-msedge.net, part-0039.t-0009.t-msedge.net","ns1.t-msedge.net, msnhst.microsoft.com",NOERROR,,,,"2620:1ec:46::67, 2620:1ec:bdf::67",,,
,hdc.epam.com,,evbyminsa0021hdc.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,hdo.epam.com,"104.18.12.91, 104.18.13.91",hdo.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,health.benefits.epam.com,,health.benefits.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,
,health.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,health.epm-dce.projects.epam.com,34.140.191.57,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,"ns-cloud-c3.googledomains.com, ns-cloud-c4.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c1.googledomains.com",,,,,,
,healthcare-api.settlement-d.lab.epam.com,"104.18.13.91, 104.18.12.91",healthcare-api.settlement-d.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,healthcare-data.settlement.lab.epam.com,"104.18.12.91, 104.18.13.91",healthcare-data.settlement.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,hello-outreach.epam.com,"52.87.30.234, 54.175.253.157, 52.200.134.121","baf2e06c-fb5e-49d3-819e-e7eae00fa7c7.outrch.com, app2a.outrch.com","ns-2.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,letsencrypt.org
,hep.elearn.epam.com,"104.18.5.131, 104.18.4.131",hep.elearn.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:583, 2606:4700::6812:483",,,
,hep.learn.epam.com,"104.18.18.217, 104.18.19.217","learn.epam.com, learn.epam.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:13d9, 2606:4700::6812:12d9",,,
,hep.staging-elearn.epm-mooc.projects.epam.com,,hep.staging-elearn.epm-mooc.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,hero.epam.com,213.184.243.130,evbyminsd4f5d.minsk.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,heroes-teams.epam.com,"104.18.12.91, 104.18.13.91",heroes-teams.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,heroes.epam.com,,heroes.epam.com.cdn.cloudflare.net,,NOERROR,,,,,,,
,hiring.epam.com,"18.66.97.11, 18.66.97.67, 18.66.97.23, 18.66.97.66",,"ns-377.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1207.awsdns-22.org, ns-1984.awsdns-56.co.uk, ns-377.awsdns-47.com, ns-953.awsdns-55.net",,,,,,
,hive.epam.com,"104.18.12.91, 104.18.13.91",hive.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,hotfix-api.emissionsaws.lab.epam.com,"104.18.12.91, 104.18.13.91",hotfix-api.emissionsaws.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,housing.minsk.epam.com,"104.18.12.91, 104.18.13.91",housing.minsk.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,hr-test.sap-supp.projects.epam.com,,ecsd00100dad.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,hrcms.epam.com,,hrcms.epam.com.cdn.cloudflare.net,,NOERROR,,,,,,,
,html.sche-digi.projects.epam.com,174.128.60.88,ecsa00400281.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,hunter.skills.epam.com,"104.18.13.91, 104.18.12.91",hunter.skills.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,iass.docs.epam.com,"104.18.21.196, 104.18.20.196",iass.docs.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:14c4, 2606:4700::6812:15c4",,,
,ihg.epam.com,217.21.63.71,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,"aspmx2.googlemail.com, aspmx4.googlemail.com, aspmx5.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, aspmx3.googlemail.com",
,ihub.lab.epam.com,"104.18.12.91, 104.18.13.91",ihub.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,imf-eid.projects.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,imglib-stage.sap-supp.projects.epam.com,85.223.209.148,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,imr-api.lab.epam.com,"104.18.12.91, 104.18.13.91",imr-api.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,imr-dev3.epm-orp.projects.epam.com,"104.18.13.91, 104.18.12.91",imr-dev3.epm-orp.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,info.anywhere.epam.com,"199.60.103.2, 199.60.103.254","20543775.group25.sites.hubspot.net, group25.sites.hscoscdn20.net","jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,"2606:2c40::c73c:6702, 2606:2c40::c73c:67fe",,,
,info.epam.com,"104.18.12.91, 104.18.13.91",info.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,int-xconnect.sfhc.azure.epmc-stc.projects.epam.com,20.107.81.47,,"ns1-01.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,
,integration-calendar.time.epam.com,"104.18.10.86, 104.18.11.86",integration-calendar.time.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:b56, 2606:4700::6812:a56",,,
,integration-gateway.time.epam.com,"104.18.10.86, 104.18.11.86",integration-gateway.time.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:b56, 2606:4700::6812:a56",,,
,integration-upsa.epam.com,,integration-upsa.epam.com.cdn.cloudflare.net,,NOERROR,,,,,,,
,integration.epm-prj.projects.epam.com,"104.18.13.91, 104.18.12.91",integration.epm-prj.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,integration.staffing.epam.com,"104.18.12.91, 104.18.13.91",integration.staffing.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,integration.time.epam.com,"104.18.10.86, 104.18.11.86",integration.time.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:a56, 2606:4700::6812:b56",,,
,integration.vts.epam.com,"104.18.12.91, 104.18.13.91",integration.vts.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,interview-public.epam.com,"3.124.249.185, 18.198.206.33",lb-public.prod.epm-hire.projects.epam.com,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,interview-qa1.epm-hire.projects.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,interview.epam.com,"104.18.31.84, 104.18.30.84",interview.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:1e54, 2606:4700::6812:1f54",,,
,interview.staging.epm-hire.projects.epam.com,,interview.staging.epm-hire.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,
